,college,height,name,position,url,weight,3PA,3P%,3P,FGA,FG%,FG,FT%,FTA,FT,G,PTS,labels
2442,Seton Hall University,5-11,Mike McCarron,G,/players/m/mccarmi01.html,180.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2443,"University of California, Los Angeles",6-3,Andre McCarter,G,/players/m/mccaran01.html,190.0,3.8,0.366,1.4,6.7,0.416,2.8,0.7140000000000001,1.9,1.3,86.0,6.9,1
2444,Drake University,6-3,Willie McCarter,G,/players/m/mccarwi01.html,175.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2445,Canisius College,6-1,Johnny McCarthy,G,/players/m/mccarjo01.html,185.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2446,University of Southern Mississippi,6-7,Kelly McCarty,G-F,/players/m/mccarke01.html,200.0,3.0,0.297,0.9,10.6,0.421,4.5,0.691,2.9,2.0,117.0,11.9,1
2447,University of Kentucky,6-10,Walter McCarty,F,/players/m/mccarwa01.html,230.0,1.8,0.401,0.7,6.6,0.515,3.4,0.684,2.4,1.6,103.0,9.2,2
2448,Marquette University,6-11,Amal McCaskill,F-C,/players/m/mccasam01.html,235.0,0.0,0.4,0.0,5.4,0.545,3.0,0.644,2.8,1.8,111.0,7.8,2
2449,"University of Nevada, Las Vegas",6-7,Patrick McCaw,G,/players/m/mccawpa01.html,185.0,5.2,0.3670000000000001,1.9,9.6,0.439,4.2,0.753,2.5,1.9,65.0,12.2,1
2450,Villanova University,6-6,Dwayne McClain,G,/players/m/mccladw01.html,185.0,3.8,0.366,1.4,9.0,0.575,5.1,0.7390000000000001,2.8,2.1,125.0,12.4,1
2451,Tennessee State University,6-1,Ted McClain,G,/players/m/mcclate01.html,180.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2452,Northern Arizona University,7-0,Dan McClintock,C,/players/m/mcclida01.html,270.0,0.0,0.0,0.0,7.5,0.632,4.7,0.652,3.7,2.4,115.0,11.9,2
2453,University of Pennsylvania,6-2,Jack McCloskey,G,/players/m/mccloja01.html,190.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2454,Florida State University,6-6,George McCloud,G-F,/players/m/mccloge01.html,205.0,5.2,0.436,2.3,9.8,0.46,4.5,0.778,3.5,2.7,117.0,13.5,1
2455,Lehigh University,6-3,C.J. McCollum,G,/players/m/mccolcj01.html,190.0,5.2,0.377,2.0,15.7,0.439,6.9,0.825,6.7,5.5,111.0,21.3,0
2456,Northwestern State University,6-5,John McConathy,F,/players/m/mcconjo01.html,195.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
2457,Marshall University,5-10,Bucky McConnell,G,/players/m/mcconbu01.html,170.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2458,"Duquesne University, University of Arizona",6-2,T.J. McConnell,G,/players/m/mccontj01.html,200.0,2.6,0.38,1.0,8.1,0.49,4.0,0.7490000000000001,1.7,1.3,139.0,10.2,1
2459,"University of Alabama, University of Alabama at Birmingham",6-7,Keith McCord,G,/players/m/mccorke01.html,210.0,3.8,0.366,1.4,7.6,0.462,3.5,0.7709999999999999,2.3,1.8,105.0,8.7,1
2460,University of Michigan,6-11,Tim McCormick,C,/players/m/mccorti01.html,240.0,0.0,0.25,0.0,6.1,0.556,3.4,0.737,4.2,3.1,90.0,9.8,2
2461,"University of California, Los Angeles",6-10,Jelani McCoy,C,/players/m/mccoyje01.html,245.0,0.0,0.25,0.0,6.4,0.6940000000000001,4.4,0.462,3.3,1.5,78.0,10.4,2
2462,"California State University, Northridge",6-4,Paul McCracken,G,/players/m/mccrapa01.html,180.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2463,University of Maryland,6-5,Chris McCray,G,/players/m/mccrach01.html,192.0,3.0,0.33,1.0,7.7,0.463,3.5,0.8540000000000001,3.1,2.7,103.0,10.8,1
2464,University of Louisville,6-7,Rodney McCray,F-G,/players/m/mccraro01.html,220.0,2.4,0.36,0.9,6.3,0.573,3.6,0.693,3.0,2.1,135.0,9.2,2
2465,University of Louisville,6-9,Scooter McCray,F-G,/players/m/mccrasc01.html,215.0,2.4,0.36,0.9,6.6,0.448,3.0,0.649,2.5,1.6,131.0,7.6,2
2466,Louisiana Tech University,6-8,Erik McCree,F,/players/m/mccreer01.html,225.0,3.3,0.342,1.1,9.4,0.459,4.3,0.738,3.5,2.6,123.0,12.3,1
2467,Syracuse University,6-11,Chris McCullough,F,/players/m/mcculch01.html,200.0,0.1,1.0,0.1,7.1,0.478,3.4,0.563,4.4,2.5,16.0,9.3,3
2468,University of Oklahoma,6-4,John McCullough,G,/players/m/mcculjo01.html,190.0,3.8,0.366,1.4,11.8,0.467,5.5,0.79,3.1,2.5,110.0,13.7,1
2469,University of Arkansas,6-4,Clint McDaniel,G,/players/m/mcdancl01.html,180.0,2.8,0.35200000000000004,1.0,6.2,0.425,2.6,0.737,2.4,1.8,125.0,8.1,1
2470,Wichita State University,6-7,Xavier McDaniel,F,/players/m/mcdanxa01.html,205.0,0.9,0.333,0.3,13.5,0.564,7.6,0.624,5.0,3.1,117.0,18.4,3
2471,Western Kentucky University,6-11,Jim McDaniels,C-F,/players/m/mcdanji01.html,228.0,0.1,0.222,0.0,9.7,0.5455000000000001,5.15,0.6619999999999999,4.05,2.75,93.5,13.4,3
2472,Clemson University,6-6,K.J. McDaniels,G-F,/players/m/mcdankj01.html,205.0,2.8,0.313,0.9,8.6,0.45,3.9,0.767,3.2,2.4,94.0,11.0,1
2473,Creighton University,6-8,Doug McDermott,F,/players/m/mcderdo01.html,225.0,4.1,0.458,1.9,14.3,0.55,7.9,0.831,4.9,4.1,145.0,21.7,0
2474,"University of California, Irvine",6-8,Ben McDonald,F,/players/m/mcdonbe01.html,210.0,0.9,0.333,0.3,10.7,0.523,5.6,0.6859999999999999,3.0,2.1,114.0,13.3,3
2475,"California State University, Long Beach",6-6,Glenn McDonald,F-G,/players/m/mcdongl01.html,190.0,2.4,0.36,0.9,11.6,0.496,5.8,0.7304999999999999,4.15,3.0,108.0,15.1,1
2476,"Utah Valley State College, University of New Orleans",6-10,Michael McDonald,C,/players/m/mcdonmi01.html,232.0,0.0,0.0,0.0,4.7,0.593,2.8,0.581,2.4,1.4,88.0,7.0,2
2477,Whitworth,6-6,Roderick McDonald,F,/players/m/mcdonro01.html,205.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
2478,University of Memphis,6-9,Hank McDowell,F-C,/players/m/mcdowha01.html,215.0,0.1,0.28800000000000003,0.0,6.8,0.475,3.2,0.6679999999999999,3.4,2.2,96.0,8.7,2
2479,University of Alabama,6-9,Antonio McDyess,F-C,/players/m/mcdyean01.html,220.0,0.0,0.0,0.0,10.1,0.5329999999999999,5.4,0.625,3.3,2.0,59.0,12.8,3
2480,Central Michigan University,6-3,Jim McElroy,G,/players/m/mcelrji01.html,190.0,3.8,0.366,1.4,15.3,0.483,7.4,0.7290000000000001,3.5,2.5,54.0,17.3,1
2481,Saint Joseph's University,6-5,Patrick McFarland,F-G,/players/m/mcfarpa01.html,185.0,2.4,0.36,0.9,11.6,0.496,5.8,0.7304999999999999,4.15,3.0,108.0,15.1,1
2482,Oklahoma State University,6-8,Ivan McFarlin,F,/players/m/mcfariv01.html,240.0,0.0,0.4,0.0,7.9,0.584,4.6,0.6679999999999999,3.5,2.3,132.0,11.6,3
2483,University of Arkansas,6-1,Mel McGaha,G,/players/m/mcgahme01.html,190.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2484,University of Michigan,6-10,Mitch McGary,F-C,/players/m/mcgarmi01.html,255.0,0.0,0.0,0.0,5.9,0.588,3.5,0.513,1.6,0.8,47.0,7.8,2
2485,"University of Nevada, Reno",7-0,JaVale McGee,C,/players/m/mcgeeja01.html,270.0,0.7,0.35600000000000004,0.2,6.5,0.542,3.5,0.514,2.7,1.4,66.0,8.7,2
2486,University of Michigan,6-5,Mike McGee,G-F,/players/m/mcgeemi01.html,190.0,3.1,0.355,1.2,18.2,0.486,8.9,0.703,5.2,3.7,114.0,21.4,0
2487,University of Utah,6-9,Bill McGill,C-F,/players/m/mcgilbi01.html,225.0,0.1,0.222,0.0,9.7,0.5455000000000001,5.15,0.6619999999999999,4.05,2.75,93.5,13.4,3
2488,Indiana University,6-8,George McGinnis,F-C,/players/m/mcginge01.html,235.0,0.1,0.28800000000000003,0.0,25.6,0.46,11.8,0.614,10.4,6.4,24.0,30.0,0
2489,Indiana University,6-5,Jon McGlocklin,G-F,/players/m/mcglojo01.html,205.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
2490,Wake Forest University,6-8,Gil McGregor,F,/players/m/mcgregi01.html,240.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
2491,Creighton University,6-9,Elton McGriff,C,/players/m/mcgriel01.html,225.0,0.0,0.25,0.0,7.4,0.5429999999999999,4.1,0.648,3.5,2.2,102.0,10.5,2
2492,Kansas State University,6-4,Rodney McGruder,G,/players/m/mcgruro01.html,205.0,3.7,0.381,1.4,9.3,0.452,4.2,0.759,2.5,1.9,135.0,11.7,1
2493,St. John's University,6-2,Alfred McGuire,G-F,/players/m/mcguial01.html,180.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
2494,Marquette University,6-3,Allie McGuire,G,/players/m/mcguial02.html,175.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2495,St. John's University,6-0,Dick McGuire,G,/players/m/mcguidi01.html,180.0,3.8,0.366,1.4,10.7,0.455,3.6,0.85,2.8,2.4,83.0,9.6,1
2496,"University of California, California State University, Fresno",6-9,Dominic McGuire,F,/players/m/mcguido01.html,220.0,1.1,0.253,0.3,7.2,0.462,3.3,0.556,3.2,1.8,86.0,8.7,2
2497,University of Minnesota,6-10,Kevin McHale,F-C,/players/m/mchalke01.html,210.0,0.1,0.28800000000000003,0.0,11.5,0.5529999999999999,6.4,0.773,3.2,2.5,112.0,15.2,3
2498,North Carolina Agricultural and Technical State University,6-3,Maurice McHartley,G-F,/players/m/mcharma01.html,185.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
2499,Marquette University,7-1,Jim McIlvaine,C,/players/m/mcilvji01.html,240.0,0.0,0.25,0.0,7.2,0.552,4.0,0.687,4.2,2.9,118.0,10.8,3
2500,University of North Carolina,6-4,Jeff McInnis,G,/players/m/mcinnje01.html,190.0,3.5,0.397,1.4,8.8,0.459,4.0,0.7190000000000001,2.6,1.8,100.0,11.3,1
2501,Eastern Michigan University,6-7,Kenny McIntosh,F,/players/m/mcintke01.html,225.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
2502,St. John's University,6-6,Bob McIntyre,F,/players/m/mcintbo01.html,215.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
2503,Ohio University,6-3,Jerry McKee,G,/players/m/mckeeje01.html,190.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2504,Creighton University,6-5,Kevin McKenna,G-F,/players/m/mckenke01.html,195.0,3.1,0.355,1.2,11.1,0.476,5.3,0.7809999999999999,3.5,2.7,113.0,13.3,1
2505,Loyola Marymount University,6-7,Forrest McKenzie,F,/players/m/mckenfo01.html,200.0,0.9,0.333,0.3,16.5,0.491,8.1,0.833,3.0,2.5,110.0,18.7,0
2506,New York University,6-5,Stan McKenzie,F-G,/players/m/mckenst01.html,195.0,2.4,0.36,0.9,11.6,0.496,5.8,0.7304999999999999,4.15,3.0,108.0,15.1,1
2507,University of Alabama,6-9,Derrick McKey,F-C,/players/m/mckeyde01.html,205.0,1.5,0.42,0.6,9.8,0.58,5.7,0.797,3.0,2.4,88.0,14.0,3
2508,Temple University,6-5,Aaron McKie,G,/players/m/mckieaa01.html,209.0,5.3,0.366,1.9,14.5,0.421,6.1,0.79,4.8,3.8,92.0,17.9,1
2509,Northwestern University,6-0,Billy McKinney,G,/players/m/mckinbi01.html,160.0,3.8,0.366,1.4,16.1,0.467,7.5,0.79,4.5,3.6,102.0,18.6,0
2510,University of North Carolina,6-6,Bones McKinney,F-C,/players/m/mckinbo01.html,185.0,0.1,0.28800000000000003,0.0,9.6,0.535,5.2,0.679,4.2,2.7,100.0,13.5,3
2511,"University of Tulsa, Southern Methodist University",6-4,Carlton McKinney,G,/players/m/mckinca01.html,190.0,2.5,0.4,1.0,10.1,0.477,4.8,0.7120000000000001,1.3,1.0,116.0,11.2,1
2512,University of Miami,6-5,Trey McKinney-Jones,G,/players/m/mckintr01.html,214.0,2.6,0.363,1.0,5.9,0.444,2.6,0.74,2.0,1.4,130.0,7.7,2
2513,University of Wisconsin-Green Bay,6-8,Alfonzo McKinnie,F,/players/m/mckinal01.html,215.0,0.8,0.35100000000000003,0.3,5.6,0.506,2.8,0.622,2.0,1.3,96.0,7.2,2
2514,University of Kansas,6-5,Ben McLemore,G,/players/m/mclembe01.html,195.0,4.7,0.42,2.0,10.8,0.495,5.4,0.87,3.7,3.2,37.0,15.9,1
2515,Drake University,6-7,McCoy McLemore,F-C,/players/m/mclemmc01.html,230.0,0.1,0.28800000000000003,0.0,9.6,0.535,5.2,0.679,4.2,2.7,100.0,13.5,3
2516,Texas Christian University,6-5,George McLeod,F,/players/m/mcleoge01.html,200.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
2517,Bowling Green State University,6-2,Keith McLeod,G,/players/m/mcleoke01.html,188.0,4.5,0.399,1.8,12.1,0.426,5.2,0.7909999999999999,6.3,5.0,111.0,17.1,0
2518,"St. John's University, Duke University",6-8,Roshown McLeod,F,/players/m/mcleoro01.html,221.0,1.5,0.383,0.6,8.3,0.479,4.0,0.711,3.0,2.1,126.0,10.7,2
2519,St. John's University,6-1,Jack McMahon,G,/players/m/mcmahja01.html,185.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2520,North Carolina State University,6-5,Nate McMillan,G-F,/players/m/mcmilna01.html,195.0,3.1,0.355,1.2,7.0,0.471,3.3,0.703,2.8,1.9,67.0,8.5,1
2521,University of Maryland,6-11,Tom McMillen,F-C,/players/m/mcmilto01.html,215.0,0.1,0.28800000000000003,0.0,14.3,0.555,7.9,0.799,5.8,4.6,88.0,20.5,0
2522,Columbia University,6-5,Jim McMillian,F,/players/m/mcmilji01.html,215.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
2523,Bradley University,6-5,Shellie McMillon,F,/players/m/mcmilsh01.html,205.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
2524,Xavier University,6-5,Mal McMullen,F-C,/players/m/mcmulma01.html,210.0,0.1,0.28800000000000003,0.0,9.6,0.535,5.2,0.679,4.2,2.7,100.0,13.5,3
2525,Arizona State University,6-2,Chet McNabb,F,/players/m/mcnabch01.html,200.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
2526,"Santa Clara University, University of California",6-11,Mark McNamara,C-F,/players/m/mcnamma01.html,235.0,0.1,0.222,0.0,10.5,0.634,6.6,0.526,5.9,3.1,107.0,16.4,3
2527,University of San Francisco,6-6,Joe McNamee,F-C,/players/m/mcnamjo01.html,210.0,0.1,0.28800000000000003,0.0,9.6,0.535,5.2,0.679,4.2,2.7,100.0,13.5,3
2528,Marquette University,6-3,Jerel McNeal,G,/players/m/mcneaje01.html,200.0,3.6,0.34700000000000003,1.3,12.7,0.44,5.6,0.7170000000000001,4.0,2.8,130.0,15.3,1
2529,San Jose State University,6-7,Chris McNealy,F,/players/m/mcneach01.html,210.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
2530,Saint Joseph's University,6-1,Bob McNeill,G,/players/m/mcneibo01.html,170.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2531,Marquette University,6-9,Larry McNeill,F-C,/players/m/mcneila01.html,195.0,0.1,0.28800000000000003,0.0,9.6,0.535,5.2,0.679,4.2,2.7,100.0,13.5,3
2532,Purdue University,6-3,Carl McNulty,G,/players/m/mcnulca01.html,185.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2533,DePaul University,6-4,Paul McPherson,G,/players/m/mcphepa01.html,210.0,0.5,0.313,0.2,8.8,0.53,4.7,0.629,2.8,1.8,32.0,11.2,2
2534,"Montana State University, Billings",6-3,Roy McPipe,G,/players/m/mcpipro01.html,205.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2535,North Carolina State University,6-11,Cozell McQueen,F,/players/m/mcqueco01.html,235.0,0.9,0.333,0.3,4.1,0.506,2.1,0.609,2.0,1.2,134.0,5.3,2
2536,University of Tennessee,6-6,Jordan McRae,G,/players/m/mcraejo01.html,185.0,4.6,0.343,1.6,10.4,0.417,4.4,0.769,4.0,3.1,114.0,13.3,1
2537,Miles College,6-3,Thales McReynolds,G,/players/m/mcreyth01.html,185.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2538,Duke University,6-10,Josh McRoberts,F,/players/m/mcrobjo01.html,240.0,0.5,0.278,0.1,7.5,0.54,4.0,0.664,3.8,2.5,69.0,10.8,2
2539,"California State University, Long Beach",6-8,Eric McWilliams,F,/players/m/mcwiler01.html,200.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
2540,University of Rhode Island,6-3,George Mearns,F,/players/m/mearnge01.html,175.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
2541,Western Kentucky University,6-5,Darnell Mee,G,/players/m/meeda01.html,175.0,4.7,0.334,1.6,11.2,0.429,4.8,0.7120000000000001,3.6,2.6,91.0,13.8,1
2542,University of Kentucky,6-4,Jodie Meeks,G,/players/m/meeksjo01.html,210.0,5.7,0.386,2.2,10.9,0.436,4.8,0.89,4.1,3.7,81.0,15.4,1
2543,University of Colorado,6-8,Cliff Meely,F-C,/players/m/meelycl01.html,215.0,0.1,0.28800000000000003,0.0,9.6,0.535,5.2,0.679,4.2,2.7,100.0,13.5,3
2544,University of Illinois at Urbana-Champaign,6-10,Scott Meents,F,/players/m/meentsc01.html,225.0,0.0,0.333,0.0,4.3,0.483,2.1,0.726,0.9,0.7,124.0,4.8,2
2545,University of Tennessee,6-5,Dick Mehen,F-C,/players/m/mehendi01.html,195.0,0.1,0.28800000000000003,0.0,9.6,0.535,5.2,0.679,4.2,2.7,100.0,13.5,3
2546,University of Dayton,6-7,Monk Meineke,F-C,/players/m/meinemo01.html,208.0,0.1,0.28800000000000003,0.0,9.6,0.535,5.2,0.679,4.2,2.7,100.0,13.5,3
2547,Long Island University,6-2,Carl Meinhold,G-F,/players/m/meinhca01.html,185.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
2548,Wichita State University,6-3,Gal Mekel,G,/players/m/mekelga01.html,191.0,2.7,0.306,0.8,5.7,0.379,2.2,0.809,1.9,1.5,62.0,6.7,1
2549,Villanova University,6-1,Bill Melchionni,G,/players/m/melchbi01.html,165.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2550,Duke University,6-2,Gary Melchionni,G,/players/m/melchga01.html,185.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2551,Syracuse University,7-0,Fab Melo,C,/players/m/melofa01.html,255.0,0.0,0.25,0.0,3.6,0.5760000000000001,2.1,0.5529999999999999,1.3,0.7,63.0,4.9,2
2552,Duquesne University,5-9,Ed Melvin,G,/players/m/melvied01.html,170.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2553,Marquette University,6-0,Dean Meminger,G,/players/m/meminde01.html,175.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2554,University of Minnesota,6-0,Chuck Mencel,G,/players/m/mencech01.html,168.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2555,Auburn University,6-2,John Mengelt,G,/players/m/mengejo01.html,195.0,3.8,0.366,1.4,19.0,0.487,9.2,0.8009999999999999,8.0,6.4,77.0,24.9,0
2556,University of Illinois at Urbana-Champaign,6-0,Ken Menke,G,/players/m/menkeke01.html,168.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2557,George Washington University,6-9,Pops Mensah-Bonsu,F,/players/m/mensapo01.html,240.0,0.0,0.333,0.0,7.2,0.584,4.2,0.608,5.4,3.3,112.0,11.7,3
2558,University of Utah,6-10,Dewitt Menyard,C,/players/m/menyade01.html,210.0,0.0,0.25,0.0,7.4,0.5429999999999999,4.1,0.648,3.5,2.2,102.0,10.5,2
2559,University of Kentucky,6-7,Ron Mercer,G-F,/players/m/mercero01.html,210.0,2.8,0.344,0.9,11.0,0.483,5.3,0.782,2.2,1.8,76.0,13.3,1
2560,Southern Illinois University,6-10,Joe Meriweather,C-F,/players/m/meriwjo01.html,215.0,0.1,0.222,0.0,14.2,0.584,8.3,0.6559999999999999,4.7,3.1,78.0,19.7,3
2561,Tennessee State University,6-2,Porter Meriwether,G,/players/m/meriwpo01.html,180.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2562,Saint Mary's College of California,6-6,Tom Meschery,F,/players/m/meschto01.html,215.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
2563,Hiram College,6-3,Bill Meyer,G,/players/m/meyerbi01.html,195.0,3.8,0.366,1.4,10.7,0.455,4.9,0.7559999999999999,3.8,2.8,109.0,14.0,1
2564,Iowa State University,6-10,Loren Meyer,C,/players/m/meyerlo01.html,257.0,0.1,0.214,0.0,7.8,0.556,4.4,0.713,3.9,2.8,111.0,11.5,3
2565,"University of California, Los Angeles",6-8,Dave Meyers,F-C,/players/m/meyerda01.html,215.0,0.1,0.28800000000000003,0.0,9.9,0.485,4.8,0.7290000000000001,3.0,2.2,89.0,11.8,3
2566,University of Houston,6-9,Larry Micheaux,F,/players/m/michela01.html,220.0,0.9,0.333,0.3,7.7,0.5870000000000001,4.5,0.5529999999999999,3.1,1.7,123.0,10.8,2
2567,Louisiana State University,6-8,Jordan Mickey,F,/players/m/mickejo01.html,235.0,0.2,0.071,0.0,10.8,0.518,5.6,0.669,4.3,2.9,65.0,14.0,3
2568,Texas A&M University,6-8,Khris Middleton,F-G,/players/m/middlkh01.html,234.0,3.3,0.321,1.1,9.1,0.431,3.9,0.768,3.1,2.4,87.0,11.3,1
2569,University of Texas at Austin,7-0,Chris Mihm,C,/players/m/mihmch01.html,265.0,0.3,0.3,0.1,10.4,0.4970000000000001,5.2,0.684,6.1,4.2,96.0,14.6,3
2570,DePaul University,6-8,Ed Mikan,C-F,/players/m/mikaned01.html,230.0,0.1,0.222,0.0,9.7,0.5455000000000001,5.15,0.6619999999999999,4.05,2.75,93.5,13.4,3
2571,DePaul University,6-10,George Mikan,C,/players/m/mikange01.html,245.0,0.0,0.25,0.0,7.4,0.5429999999999999,7.2,0.68,6.8,4.6,98.0,19.1,3
2572,University of Minnesota,6-7,Larry Mikan,F,/players/m/mikanla01.html,210.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
2573,Hamline University,6-7,Vern Mikkelsen,F-C,/players/m/mikkeve01.html,230.0,0.1,0.28800000000000003,0.0,9.6,0.535,5.2,0.679,4.2,2.7,100.0,13.5,3
2574,Western Illinois University,6-7,Al Miksis,C,/players/m/miksial01.html,210.0,0.0,0.25,0.0,7.4,0.5429999999999999,4.1,0.648,3.5,2.2,102.0,10.5,2
2575,University of Kansas,6-1,Aaron Miles,G,/players/m/milesaa01.html,175.0,2.2,0.342,0.8,6.9,0.415,2.9,0.755,2.7,2.1,138.0,8.6,1
2576,Seattle University,6-4,Eddie Miles,G-F,/players/m/milesed01.html,195.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
2577,Cornell University,6-3,Nat Militzok,F,/players/m/militna01.html,195.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
2578,University of Utah,6-3,Andre Miller,G,/players/m/millean02.html,200.0,1.5,0.294,0.4,8.6,0.513,4.4,0.6759999999999999,4.2,2.9,134.0,12.1,3
2579,Michigan State University,6-9,Anthony Miller,F,/players/m/millean01.html,225.0,0.0,0.5,0.0,5.9,0.609,3.6,0.583,3.0,1.7,89.0,9.0,2
2580,University of North Carolina,6-3,Bill Miller,F,/players/m/millebi01.html,190.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
2581,University of Cincinnati,6-10,Bob Miller,F,/players/m/millebo01.html,230.0,0.9,0.333,0.3,9.9,0.561,5.6,0.537,3.3,1.8,116.0,12.9,3
2582,Purdue University,6-11,Brad Miller,C,/players/m/millebr01.html,244.0,0.2,0.259,0.1,6.7,0.5720000000000001,3.8,0.754,5.6,4.2,128.0,12.0,3
2583,University of Kentucky,6-8,Darius Miller,F,/players/m/milleda01.html,235.0,3.0,0.379,1.2,6.5,0.448,2.9,0.815,1.5,1.2,152.0,8.2,1
2584,University of Toledo,6-6,Dick Miller,F,/players/m/milledi01.html,215.0,0.9,0.333,0.3,9.8,0.515,5.1,0.546,4.0,2.2,103.0,12.3,3
2585,Syracuse University,6-8,Eddie Miller,C-F,/players/m/milleed01.html,225.0,0.1,0.222,0.0,9.7,0.5455000000000001,5.15,0.6619999999999999,4.05,2.75,93.5,13.4,3
2586,University of North Carolina,6-4,Harry Miller,C-F,/players/m/milleha01.html,230.0,0.1,0.222,0.0,9.7,0.5455000000000001,5.15,0.6619999999999999,4.05,2.75,93.5,13.4,3
2587,University of Notre Dame,6-5,Jay Miller,F,/players/m/milleja01.html,205.0,0.9,0.333,0.3,9.6,0.511,4.9,0.7,3.9,2.7,107.0,13.1,3
2588,University of North Carolina,6-4,Larry Miller,G-F,/players/m/millela01.html,190.0,3.1,0.355,1.2,11.0,0.477,5.2,0.7375,3.8,2.7,103.0,13.9,1
2589,College of the Holy Cross,6-7,Malcolm Miller,F,/players/m/millema01.html,210.0,2.5,0.37,0.9,6.7,0.445,3.0,0.765,2.8,2.2,112.0,9.0,1
2590,University of Florida,6-8,Mike Miller,F-G,/players/m/millemi01.html,218.0,3.5,0.345,1.2,9.2,0.483,4.5,0.718,4.4,3.1,65.0,13.3,1
2591,University of Arkansas,6-9,Oliver Miller,C,/players/m/milleol01.html,280.0,0.2,0.16699999999999998,0.0,7.8,0.636,5.0,0.6459999999999999,3.5,2.3,137.0,12.2,2
2592,Baylor University,6-9,Quincy Miller,F,/players/m/millequ01.html,210.0,1.9,0.348,0.6,8.4,0.447,3.7,0.816,3.1,2.5,37.0,10.6,1
